TRIPID,PERSID,HHID,STARTIME,TRIPTIME,WAITIME,CUMDIST,STOPS,ORIGLGA,TRAVDOW,Mode_Group,TRIPPURP,ActualStartTime
Y18H3090416P04T03,Y18H3090416P04,Y18H3090416,1058,50,0,19.08,1,Darebin (C),Tuesday,Vehicle Passenger,Buy Something,1900-00-01 17:38:00
Y18H3090416P04T04,Y18H3090416P04,Y18H3090416,1117,4,0,1.24,1,Whittlesea (C),Tuesday,Vehicle Passenger,Buy Something,1900-00-01 18:37:00
Y18H3090417P01T01,Y18H3090417P01,Y18H3090417,500,39,0,10.93,1,Whittlesea (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:20:00
Y18H3090417P01T02,Y18H3090417P01,Y18H3090417,540,15,0,12.27,1,Whittlesea (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 09:00:00
Y18H3090417P02T01,Y18H3090417P02,Y18H3090417,465,30,0,17.1,1,Whittlesea (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:45:00
Y18H3090417P04T01,Y18H3090417P04,Y18H3090417,500,39,0,10.93,1,Whittlesea (C),Wednesday,Vehicle Passenger,Work Related,1900-00-01 08:20:00
Y18H3090417P04T02,Y18H3090417P04,Y18H3090417,1030,35,0,12.27,1,Whittlesea (C),Wednesday,Vehicle Passenger,Work Related,1900-00-01 17:10:00
Y18H3090419P02T01,Y18H3090419P02,Y18H3090419,750,10,0,1.49,1,Whittlesea (C),Friday,Vehicle Driver,Buy Something,1900-00-01 12:30:00
Y18H3090419P02T02,Y18H3090419P02,Y18H3090419,795,15,0,1.83,1,Whittlesea (C),Friday,Vehicle Driver,Buy Something,1900-00-01 13:15:00
Y18H3090419P02T03,Y18H3090419P02,Y18H3090419,825,15,0,1.15,1,Whittlesea (C),Friday,Vehicle Driver,Buy Something,1900-00-01 13:45:00
Y18H3090422P03T01,Y18H3090422P03,Y18H3090422,500,25,0,6.39,1,Whittlesea (C),Monday,Vehicle Passenger,Education,1900-00-01 08:20:00
Y18H3090422P03T02,Y18H3090422P03,Y18H3090422,930,30,0,6.36,1,Whittlesea (C),Monday,Vehicle Passenger,Education,1900-00-01 15:30:00
Y18H3090422P04T01,Y18H3090422P04,Y18H3090422,525,10,0,0.42,1,Whittlesea (C),Monday,Walking,Education,1900-00-01 08:45:00
Y18H3090422P04T02,Y18H3090422P04,Y18H3090422,930,15,0,0.42,1,Whittlesea (C),Monday,Walking,Education,1900-00-01 15:30:00
Y18H3090426P01T01,Y18H3090426P01,Y18H3090426,390,50,0,20.49,1,Whittlesea (C),Friday,Vehicle Driver,Work Related,1900-00-01 06:30:00
Y18H3090426P01T04,Y18H3090426P01,Y18H3090426,965,5,0,0.68,1,Whittlesea (C),Friday,Vehicle Driver,Buy Something,1900-00-01 16:05:00
Y18H3090426P01T05,Y18H3090426P01,Y18H3090426,1020,5,0,0.48,1,Whittlesea (C),Friday,Vehicle Driver,Buy Something,1900-00-01 17:00:00
Y18H3090426P02T01,Y18H3090426P02,Y18H3090426,870,10,0,0.56,1,Whittlesea (C),Friday,Walking,Social,1900-00-01 14:30:00
Y18H3090426P02T04,Y18H3090426P02,Y18H3090426,965,5,0,0.68,1,Whittlesea (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 16:05:00
Y18H3090426P02T05,Y18H3090426P02,Y18H3090426,1020,5,0,0.48,1,Whittlesea (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 17:00:00
Y18H3090426P03T01,Y18H3090426P03,Y18H3090426,510,10,0,0.46,1,Whittlesea (C),Friday,Bicycle,Education,1900-00-01 08:30:00
Y18H3090426P03T02,Y18H3090426P03,Y18H3090426,935,10,0,0.46,1,Whittlesea (C),Friday,Walking,Education,1900-00-01 15:35:00
Y18H3090426P03T03,Y18H3090426P03,Y18H3090426,965,5,0,0.68,1,Whittlesea (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 16:05:00
Y18H3090426P03T04,Y18H3090426P03,Y18H3090426,1020,5,0,0.48,1,Whittlesea (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 17:00:00
Y18H3090426P04T01,Y18H3090426P04,Y18H3090426,510,10,0,0.46,1,Whittlesea (C),Friday,Bicycle,Education,1900-00-01 08:30:00
Y18H3090426P04T02,Y18H3090426P04,Y18H3090426,935,10,0,0.46,1,Whittlesea (C),Friday,Walking,Education,1900-00-01 15:35:00
Y18H3090426P04T03,Y18H3090426P04,Y18H3090426,965,5,0,0.68,1,Whittlesea (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 16:05:00
Y18H3090426P04T04,Y18H3090426P04,Y18H3090426,1020,5,0,0.48,1,Whittlesea (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 17:00:00
Y18H3090426P05T01,Y18H3090426P05,Y18H3090426,510,10,0,0.46,1,Whittlesea (C),Friday,Bicycle,Education,1900-00-01 08:30:00
Y18H3090426P05T02,Y18H3090426P05,Y18H3090426,935,10,0,0.46,1,Whittlesea (C),Friday,Walking,Education,1900-00-01 15:35:00
Y18H3090426P05T03,Y18H3090426P05,Y18H3090426,965,5,0,0.68,1,Whittlesea (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 16:05:00
Y18H3090426P05T04,Y18H3090426P05,Y18H3090426,1020,5,0,0.48,1,Whittlesea (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 17:00:00
Y18H3090433P01T01,Y18H3090433P01,Y18H3090433,330,60,0,53.59,1,Whittlesea (C),Friday,Vehicle Driver,Work Related,1900-00-01 05:30:00
Y18H3090433P01T02,Y18H3090433P01,Y18H3090433,584,1,0,0.21,1,Hume (C),Friday,Vehicle Driver,Buy Something,1900-00-01 09:44:00
Y18H3090433P01T03,Y18H3090433P01,Y18H3090433,590,70,0,49.52,1,Hume (C),Friday,Vehicle Driver,Social,1900-00-01 09:50:00
Y18H3090433P01T04,Y18H3090433P01,Y18H3090433,680,30,0,10.96,1,Banyule (C),Friday,Vehicle Driver,Work Related,1900-00-01 11:20:00
Y18H3090433P01T05,Y18H3090433P01,Y18H3090433,900,60,0,26.88,1,Manningham (C),Friday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y18H3090433P02T01,Y18H3090433P02,Y18H3090433,660,30,0,7.51,1,Whittlesea (C),Friday,Vehicle Driver,Social,1900-00-01 11:00:00
Y18H3090433P02T02,Y18H3090433P02,Y18H3090433,750,24,0,7.23,1,Nillumbik (S),Friday,Vehicle Driver,Buy Something,1900-00-01 12:30:00
Y18H3090433P02T03,Y18H3090433P02,Y18H3090433,800,6,0,0.31,1,Whittlesea (C),Friday,Vehicle Driver,Buy Something,1900-00-01 13:20:00
Y18H3090433P02T04,Y18H3090433P02,Y18H3090433,1030,7,0,0.51,1,Whittlesea (C),Friday,Vehicle Driver,Recreational,1900-00-01 17:10:00
Y18H3090433P02T05,Y18H3090433P02,Y18H3090433,1090,5,0,0.31,1,Whittlesea (C),Friday,Vehicle Driver,Recreational,1900-00-01 18:10:00
Y18H3090436P01T04,Y18H3090436P01,Y18H3090436,540,5,0,0.19,1,Whittlesea (C),Monday,Walking,Recreational,1900-00-01 09:00:00
Y18H3090436P01T05,Y18H3090436P01,Y18H3090436,610,20,0,0.59,1,Whittlesea (C),Monday,Vehicle Driver,Recreational,1900-00-01 10:10:00
Y18H3090436P01T06,Y18H3090436P01,Y18H3090436,640,35,0,26.07,1,Whittlesea (C),Monday,Vehicle Driver,Work Related,1900-00-01 10:40:00
Y18H3090436P01T07,Y18H3090436P01,Y18H3090436,855,45,0,26.03,1,Banyule (C),Monday,Vehicle Driver,Work Related,1900-00-01 14:15:00
Y18H3090436P01T08,Y18H3090436P01,Y18H3090436,905,5,0,0.36,1,Whittlesea (C),Monday,Walking,Social,1900-00-01 15:05:00
Y18H3090436P02T01,Y18H3090436P02,Y18H3090436,520,5,0,0.31,1,Whittlesea (C),Monday,Walking,Education,1900-00-01 08:40:00
Y18H3090436P02T02,Y18H3090436P02,Y18H3090436,960,10,0,0.31,1,Whittlesea (C),Monday,Walking,Education,1900-00-01 16:00:00
Y18H3090436P03T01,Y18H3090436P03,Y18H3090436,520,5,0,0.31,1,Whittlesea (C),Monday,Walking,Education,1900-00-01 08:40:00
Y18H3090436P03T02,Y18H3090436P03,Y18H3090436,960,10,0,0.31,1,Whittlesea (C),Monday,Walking,Education,1900-00-01 16:00:00
Y18H3090436P04T01,Y18H3090436P04,Y18H3090436,495,2,0,0.22,1,Whittlesea (C),Monday,Walking,Education,1900-00-01 08:15:00
Y18H3090436P04T02,Y18H3090436P04,Y18H3090436,795,15,0,0.37,1,Whittlesea (C),Monday,Vehicle Passenger,Education,1900-00-01 13:15:00
Y18H3090438P01T01,Y18H3090438P01,Y18H3090438,370,54,0,33.64,1,Whittlesea (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 06:10:00
Y18H3090438P01T02,Y18H3090438P01,Y18H3090438,870,60,0,34,1,Whitehorse (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 14:30:00
Y18H3090438P02T03,Y18H3090438P02,Y18H3090438,600,30,0,17.61,1,Whittlesea (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 10:00:00
Y18H3090438P02T04,Y18H3090438P02,Y18H3090438,750,30,0,17.57,1,Whittlesea (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 12:30:00
Y18H3090438P03T01,Y18H3090438P03,Y18H3090438,510,10,0,0.36,1,Whittlesea (C),Wednesday,Walking,Education,1900-00-01 08:30:00
Y18H3090438P03T02,Y18H3090438P03,Y18H3090438,940,10,0,0.36,1,Whittlesea (C),Wednesday,Walking,Education,1900-00-01 15:40:00
Y18H3090438P04T01,Y18H3090438P04,Y18H3090438,510,10,0,0.36,1,Whittlesea (C),Wednesday,Walking,Education,1900-00-01 08:30:00
Y18H3090438P04T02,Y18H3090438P04,Y18H3090438,940,10,0,0.36,1,Whittlesea (C),Wednesday,Walking,Education,1900-00-01 15:40:00
Y18H3090438P05T01,Y18H3090438P05,Y18H3090438,510,10,0,0.36,1,Whittlesea (C),Wednesday,Walking,Education,1900-00-01 08:30:00
Y18H3090438P05T02,Y18H3090438P05,Y18H3090438,940,10,0,0.36,1,Whittlesea (C),Wednesday,Walking,Education,1900-00-01 15:40:00
Y18H3090440P01T01,Y18H3090440P01,Y18H3090440,930,10,0,4.79,1,Whittlesea (C),Friday,Vehicle Driver,Buy Something,1900-00-01 15:30:00
Y18H3090440P01T02,Y18H3090440P01,Y18H3090440,950,10,0,5.75,1,Whittlesea (C),Friday,Vehicle Driver,Buy Something,1900-00-01 15:50:00
Y18H3090502P01T01,Y18H3090502P01,Y18H3090502,457,23,0,13.03,1,Wyndham (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 07:37:00
Y18H3090502P01T02,Y18H3090502P01,Y18H3090502,960,36,0,12.32,1,Hobsons Bay (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y18H3090503P01T01,Y18H3090503P01,Y18H3090503,510,50,0,27.25,1,Wyndham (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:30:00
Y18H3090503P01T02,Y18H3090503P01,Y18H3090503,1080,50,0,27.54,1,Maribyrnong (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 18:00:00
Y18H3090504P01T02,Y18H3090504P01,Y18H3090504,485,25,0,4.38,1,Moreland (C),Thursday,Vehicle Driver,Work Related,1900-00-01 08:05:00
Y18H3090504P01T03,Y18H3090504P01,Y18H3090504,600,30,0,1.29,1,Yarra (C),Thursday,Vehicle Driver,Work Related,1900-00-01 10:00:00
Y18H3090504P02T01,Y18H3090504P02,Y18H3090504,410,70,0,37.91,1,Wyndham (C),Thursday,Vehicle Passenger,Work Related,1900-00-01 06:50:00
Y18H3090504P02T02,Y18H3090504P02,Y18H3090504,1000,60,0,38.07,1,Moreland (C),Thursday,Vehicle Passenger,Work Related,1900-00-01 16:40:00
Y18H3090510P01T01,Y18H3090510P01,Y18H3090510,255,20,0,9.78,1,Wyndham (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 04:15:00
Y18H3090510P02T01,Y18H3090510P02,Y18H3090510,585,5,0,4.47,1,Wyndham (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 09:45:00
Y18H3090510P02T02,Y18H3090510P02,Y18H3090510,670,5,0,4.76,1,Wyndham (C),Wednesday,Vehicle Driver,Social,1900-00-01 11:10:00
Y18H3090510P02T03,Y18H3090510P02,Y18H3090510,680,10,0,3.21,1,Wyndham (C),Wednesday,Vehicle Driver,Social,1900-00-01 11:20:00
Y18H3090510P03T01,Y18H3090510P03,Y18H3090510,350,30,0,15.47,1,Wyndham (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 05:50:00
Y18H3090510P03T02,Y18H3090510P03,Y18H3090510,1115,35,0,16.21,1,Wyndham (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 18:35:00
Y18H3090510P04T01,Y18H3090510P04,Y18H3090510,480,10,0,2.88,1,Wyndham (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y18H3090510P04T02,Y18H3090510P04,Y18H3090510,1025,10,0,2.88,1,Wyndham (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:05:00
Y18H3090510P05T02,Y18H3090510P05,Y18H3090510,670,5,0,4.76,1,Wyndham (C),Wednesday,Vehicle Passenger,Social,1900-00-01 11:10:00
Y18H3090510P05T03,Y18H3090510P05,Y18H3090510,680,10,0,3.21,1,Wyndham (C),Wednesday,Vehicle Passenger,Social,1900-00-01 11:20:00
Y18H3090511P03T01,Y18H3090511P03,Y18H3090511,525,15,0,1.22,1,Wyndham (C),Thursday,Walking,Education,1900-00-01 08:45:00
Y18H3090511P03T02,Y18H3090511P03,Y18H3090511,930,15,0,1.22,1,Wyndham (C),Thursday,Walking,Education,1900-00-01 15:30:00
Y18H3090515P01T01,Y18H3090515P01,Y18H3090515,350,30,0,14.01,1,Wyndham (C),Monday,Vehicle Driver,Work Related,1900-00-01 05:50:00
Y18H3090515P01T02,Y18H3090515P01,Y18H3090515,875,35,0,14.14,1,Brimbank (C),Monday,Vehicle Driver,Work Related,1900-00-01 14:35:00
Y18H3090515P03T01,Y18H3090515P03,Y18H3090515,505,15,0,1.11,1,Wyndham (C),Monday,Walking,Education,1900-00-01 08:25:00
Y18H3090515P03T02,Y18H3090515P03,Y18H3090515,920,15,0,1.11,1,Wyndham (C),Monday,Walking,Education,1900-00-01 15:20:00
Y18H3090518P01T01,Y18H3090518P01,Y18H3090518,330,30,0,28.66,1,Wyndham (C),Thursday,Vehicle Driver,Work Related,1900-00-01 05:30:00
Y18H3090518P01T02,Y18H3090518P01,Y18H3090518,1140,30,0,29.67,1,Melbourne (C),Thursday,Vehicle Driver,Work Related,1900-00-01 19:00:00
Y18H3090518P02T01,Y18H3090518P02,Y18H3090518,465,60,0,5.47,1,Wyndham (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:45:00
Y18H3090518P02T02,Y18H3090518P02,Y18H3090518,1030,20,0,4.76,1,Wyndham (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 17:10:00
Y18H3090518P02T03,Y18H3090518P02,Y18H3090518,1070,10,0,0.93,1,Wyndham (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 17:50:00
Y18H3090523P01T01,Y18H3090523P01,Y18H3090523,360,40,0,30.46,1,Wyndham (C),Tuesday,Vehicle Passenger,Work Related,1900-00-01 06:00:00
Y18H3090523P01T02,Y18H3090523P01,Y18H3090523,1090,50,0,30.8,1,Melbourne (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 18:10:00
Y18H3090524P01T01,Y18H3090524P01,Y18H3090524,460,65,5,5.62,3,Wyndham (C),Wednesday,Bus,Work Related,1900-00-01 07:40:00
Y18H3090524P01T02,Y18H3090524P01,Y18H3090524,990,65,15,5.62,3,Wyndham (C),Wednesday,Bus,Work Related,1900-00-01 16:30:00
Y18H3090524P02T01,Y18H3090524P02,Y18H3090524,520,10,0,0.68,1,Wyndham (C),Wednesday,Walking,Education,1900-00-01 08:40:00
Y18H3090524P02T02,Y18H3090524P02,Y18H3090524,940,10,0,0.68,1,Wyndham (C),Wednesday,Walking,Education,1900-00-01 15:40:00
Y18H3090525P01T01,Y18H3090525P01,Y18H3090525,300,30,0,12.36,1,Wyndham (C),Thursday,Vehicle Driver,Work Related,1900-00-01 05:00:00
Y18H3090525P01T02,Y18H3090525P01,Y18H3090525,900,40,0,12.36,1,Wyndham (C),Thursday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y18H3090525P02T01,Y18H3090525P02,Y18H3090525,450,15,0,1.81,1,Wyndham (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y18H3090525P02T02,Y18H3090525P02,Y18H3090525,960,25,0,1.77,1,Wyndham (C),Thursday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y18H3090525P02T03,Y18H3090525P02,Y18H3090525,1080,2,0,1.54,1,Wyndham (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 18:00:00
Y18H3090525P02T04,Y18H3090525P02,Y18H3090525,1085,2,0,1.56,1,Wyndham (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 18:05:00
Y18H3090525P03T01,Y18H3090525P03,Y18H3090525,510,5,0,0.76,1,Wyndham (C),Thursday,Walking,Education,1900-00-01 08:30:00
Y18H3090525P03T02,Y18H3090525P03,Y18H3090525,930,5,0,0.76,1,Wyndham (C),Thursday,Walking,Education,1900-00-01 15:30:00
Y18H3090525P04T01,Y18H3090525P04,Y18H3090525,510,10,0,0.76,1,Wyndham (C),Thursday,Walking,Education,1900-00-01 08:30:00
Y18H3090525P04T02,Y18H3090525P04,Y18H3090525,930,10,0,0.76,1,Wyndham (C),Thursday,Walking,Education,1900-00-01 15:30:00
Y18H3090525P05T01,Y18H3090525P05,Y18H3090525,510,5,0,1.37,1,Wyndham (C),Thursday,Walking,Education,1900-00-01 08:30:00
Y18H3090525P05T02,Y18H3090525P05,Y18H3090525,930,10,0,1.37,1,Wyndham (C),Thursday,Walking,Education,1900-00-01 15:30:00
Y18H3090530P03T01,Y18H3090530P03,Y18H3090530,510,15,0,3.28,1,Wyndham (C),Tuesday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y18H3090530P03T02,Y18H3090530P03,Y18H3090530,930,10,0,2.83,1,Wyndham (C),Tuesday,Vehicle Passenger,Recreational,1900-00-01 15:30:00
Y18H3090530P03T03,Y18H3090530P03,Y18H3090530,1040,40,0,3.26,1,Wyndham (C),Tuesday,Vehicle Passenger,Recreational,1900-00-01 17:20:00
Y18H3090531P01T01,Y18H3090531P01,Y18H3090531,600,75,10,30.76,3,Wyndham (C),Wednesday,Train,Social,1900-00-01 10:00:00
Y18H3090531P01T02,Y18H3090531P01,Y18H3090531,855,60,5,30.49,3,Melbourne (C),Wednesday,Train,Social,1900-00-01 14:15:00
Y18H3090531P02T01,Y18H3090531P02,Y18H3090531,600,75,10,30.76,3,Wyndham (C),Wednesday,Train,Social,1900-00-01 10:00:00
Y18H3090531P02T02,Y18H3090531P02,Y18H3090531,855,60,5,30.49,3,Melbourne (C),Wednesday,Train,Social,1900-00-01 14:15:00
Y18H3090538P02T01,Y18H3090538P02,Y18H3090538,660,10,0,1.08,1,Wyndham (C),Wednesday,Vehicle Driver,Social,1900-00-01 11:00:00
Y18H3090538P02T02,Y18H3090538P02,Y18H3090538,780,10,0,1.08,1,Wyndham (C),Wednesday,Vehicle Driver,Social,1900-00-01 13:00:00
Y18H3100103P01T01,Y18H3100103P01,Y18H3100103,360,60,0,36.2,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 06:00:00
Y18H3100103P01T02,Y18H3100103P01,Y18H3100103,1020,60,0,38.04,1,Kingston (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y18H3100103P02T01,Y18H3100103P02,Y18H3100103,480,30,0,18.63,1,Casey (C),Wednesday,Vehicle Driver,Social,1900-00-01 08:00:00
Y18H3100103P02T02,Y18H3100103P02,Y18H3100103,570,30,0,29.17,1,Mornington Peninsula (S),Wednesday,Vehicle Driver,Recreational,1900-00-01 09:30:00
Y18H3100103P02T03,Y18H3100103P02,Y18H3100103,660,90,0,31.85,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 11:00:00
Y18H3100103P02T04,Y18H3100103P02,Y18H3100103,1170,45,0,35.51,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 19:30:00
Y18H3100103P02T05,Y18H3100103P02,Y18H3100103,1240,10,0,0.85,1,Casey (C),Wednesday,Walking,Recreational,1900-00-01 20:40:00
Y18H3100103P02T06,Y18H3100103P02,Y18H3100103,1250,10,0,0.85,1,Casey (C),Wednesday,Walking,Recreational,1900-00-01 20:50:00
Y18H3100104P02T03,Y18H3100104P02,Y18H3100104,660,30,0,13.7,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 11:00:00
Y18H3100104P02T04,Y18H3100104P02,Y18H3100104,960,30,0,13.7,1,Frankston (C),Thursday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y18H3100105P02T01,Y18H3100105P02,Y18H3100105,540,15,0,5.13,1,Casey (C),Friday,Vehicle Driver,Social,1900-00-01 09:00:00
Y18H3100105P02T02,Y18H3100105P02,Y18H3100105,900,15,0,5.16,1,Mornington Peninsula (S),Friday,Vehicle Driver,Social,1900-00-01 15:00:00
Y18H3100109P01T01,Y18H3100109P01,Y18H3100109,405,45,0,39.23,1,Casey (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 06:45:00
Y18H3100109P01T02,Y18H3100109P01,Y18H3100109,720,30,0,5.65,1,Greater Dandenong (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 12:00:00
Y18H3100109P01T03,Y18H3100109P01,Y18H3100109,840,30,0,38,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 14:00:00
Y18H3100109P02T01,Y18H3100109P02,Y18H3100109,690,15,0,7.14,1,Casey (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:30:00
Y18H3100109P02T02,Y18H3100109P02,Y18H3100109,750,15,0,7.42,1,Mornington Peninsula (S),Tuesday,Vehicle Driver,Buy Something,1900-00-01 12:30:00
Y18H3100111P01T01,Y18H3100111P01,Y18H3100111,660,3,0,0.54,1,Casey (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 11:00:00
Y18H3100111P01T02,Y18H3100111P01,Y18H3100111,675,3,0,0.58,1,Casey (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 11:15:00
Y18H3100111P02T01,Y18H3100111P02,Y18H3100111,450,45,0,39.49,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y18H3100111P02T02,Y18H3100111P02,Y18H3100111,990,60,0,39.69,1,Cardinia (S),Thursday,Vehicle Driver,Work Related,1900-00-01 16:30:00
Y18H3100116P01T01,Y18H3100116P01,Y18H3100116,960,15,0,12.98,1,Casey (C),Tuesday,Vehicle Driver,Social,1900-00-01 16:00:00
Y18H3100116P01T02,Y18H3100116P01,Y18H3100116,1095,17,0,13.99,1,Frankston (C),Tuesday,Vehicle Driver,Social,1900-00-01 18:15:00
Y18H3100116P02T01,Y18H3100116P02,Y18H3100116,570,16,0,12.98,1,Casey (C),Tuesday,Vehicle Passenger,Social,1900-00-01 09:30:00
Y18H3100116P02T02,Y18H3100116P02,Y18H3100116,751,29,0,13.99,1,Frankston (C),Tuesday,Vehicle Passenger,Social,1900-00-01 12:31:00
Y18H3100116P02T03,Y18H3100116P02,Y18H3100116,960,15,0,12.98,1,Casey (C),Tuesday,Vehicle Passenger,Social,1900-00-01 16:00:00
Y18H3100116P02T04,Y18H3100116P02,Y18H3100116,1095,17,0,13.99,1,Frankston (C),Tuesday,Vehicle Passenger,Social,1900-00-01 18:15:00
Y18H3100117P01T01,Y18H3100117P01,Y18H3100117,360,10,0,13.68,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 06:00:00
Y18H3100117P01T02,Y18H3100117P01,Y18H3100117,390,10,0,9.54,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 06:30:00
Y18H3100117P01T03,Y18H3100117P01,Y18H3100117,1020,20,0,9.54,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y18H3100117P02T01,Y18H3100117P02,Y18H3100117,840,15,0,8.87,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 14:00:00
Y18H3100117P02T02,Y18H3100117P02,Y18H3100117,1320,10,0,8.88,1,Frankston (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 22:00:00
Y18H3100117P03T01,Y18H3100117P03,Y18H3100117,450,40,0,20.68,2,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y18H3100117P03T02,Y18H3100117P03,Y18H3100117,840,30,0,20.2,2,Mornington Peninsula (S),Wednesday,Vehicle Driver,Work Related,1900-00-01 14:00:00
Y18H3100117P04T01,Y18H3100117P04,Y18H3100117,435,45,0,24.05,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:15:00
Y18H3100117P04T02,Y18H3100117P04,Y18H3100117,960,30,0,24.1,1,Greater Dandenong (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y18H3100118P01T01,Y18H3100118P01,Y18H3100118,480,45,0,27.41,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y18H3100118P01T02,Y18H3100118P01,Y18H3100118,900,60,0,27.34,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y18H3100118P02T02,Y18H3100118P02,Y18H3100118,540,75,0,87.52,1,Casey (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 09:00:00
Y18H3100119P03T01,Y18H3100119P03,Y18H3100119,590,10,0,6.79,1,Casey (C),Friday,Vehicle Driver,Work Related,1900-00-01 09:50:00
Y18H3100119P03T02,Y18H3100119P03,Y18H3100119,1020,10,0,6.94,1,Mornington Peninsula (S),Friday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y18H3100119P04T01,Y18H3100119P04,Y18H3100119,420,30,0,14.09,1,Casey (C),Friday,Vehicle Passenger,Work Related,1900-00-01 07:00:00
Y18H3100119P04T02,Y18H3100119P04,Y18H3100119,1020,45,0,14.99,1,Frankston (C),Friday,Vehicle Passenger,Work Related,1900-00-01 17:00:00
Y18H3100124P01T01,Y18H3100124P01,Y18H3100124,630,30,0,2.16,1,Frankston (C),Wednesday,Vehicle Passenger,Buy Something,1900-00-01 10:30:00
Y18H3100124P01T02,Y18H3100124P01,Y18H3100124,690,15,0,4.1,1,Frankston (C),Wednesday,Vehicle Passenger,Buy Something,1900-00-01 11:30:00
Y18H3100124P01T03,Y18H3100124P01,Y18H3100124,715,5,0,3.65,1,Frankston (C),Wednesday,Vehicle Passenger,Buy Something,1900-00-01 11:55:00
Y18H3100124P02T01,Y18H3100124P02,Y18H3100124,630,30,0,2.16,1,Frankston (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 10:30:00
Y18H3100124P02T02,Y18H3100124P02,Y18H3100124,690,15,0,4.1,1,Frankston (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 11:30:00
Y18H3100124P02T03,Y18H3100124P02,Y18H3100124,715,5,0,3.65,1,Frankston (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 11:55:00
Y18H3100129P01T01,Y18H3100129P01,Y18H3100129,900,8,0,2.76,1,Frankston (C),Monday,Vehicle Driver,Buy Something,1900-00-01 15:00:00
Y18H3100129P01T02,Y18H3100129P01,Y18H3100129,915,10,0,4.72,1,Frankston (C),Monday,Vehicle Driver,Buy Something,1900-00-01 15:15:00
